Airline,Date_of_Journey,Source,Destination,Route,Distance,via_1,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Flight_Category,market_share
Multiple carriers,06-03-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,6:40,19:15,755,1 stop,No info,15077,High,0.042119816
Jet Airways,01-04-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,16:30,8:15,945,1 stop,In-flight meal not included,7064,High,0.009633932
Jet Airways,21-05-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,14:05,8:15,1090,1 stop,In-flight meal not included,9663,High,0.096462869
Air India,06-03-19,Delhi,Cochin,DEL → HYD → BOM → COK,2945,HYD,21:30,19:15,1305,2 stops,No info,11552,Mid,0.021058997
Jet Airways,12-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,20:55,19:00,1325,1 stop,In-flight meal not included,10262,High,0.092673869
SpiceJet,15-04-19,Delhi,Cochin,DEL → MAA → COK,2744,MAA,15:45,22:05,380,1 stop,No info,5899,Low,0.001254815
Jet Airways,12-03-19,Banglore,New Delhi,BLR → BOM → DEL,2251,BOM,18:55,10:25,930,1 stop,No info,13817,High,0.066758984
Vistara,01-05-19,Kolkata,Banglore,CCU → DEL → BLR,3299,DEL,20:20,20:20,1440,1 stop,No info,8610,Mid,0.009582484
Jet Airways,09-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,9:00,4:25,1165,1 stop,In-flight meal not included,12373,High,0.055619755
SpiceJet,27-05-19,Delhi,Cochin,DEL → BLR → COK,2107,BLR,17:55,22:50,295,1 stop,No info,5673,Low,0.001071112
Vistara,01-04-19,Kolkata,Banglore,CCU → DEL → BLR,3299,DEL,20:20,18:50,1350,1 stop,No info,7927,Mid,0.00159698
Jet Airways,24-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,2:15,19:00,1005,1 stop,In-flight meal not included,10262,High,0.092673869
Jet Airways,09-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,8:00,4:25,1225,1 stop,In-flight meal not included,12373,High,0.055619755
Air India,01-03-19,Banglore,New Delhi,BLR → BBI → DEL,2903,BBI,9:30,12:05,1595,1 stop,No info,12704,Mid,0.024396627
Air India,09-05-19,Kolkata,Banglore,CCU → BBI → BLR,2842,BBI,12:00,13:15,1515,1 stop,No info,6612,Mid,0.032907883
IndiGo,09-06-19,Banglore,Delhi,BLR → DEL,1740,No,18:55,21:50,175,non-stop,No info,4823,Low,0.005589388
Jet Airways,03-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,10:00,19:00,540,1 stop,In-flight meal not included,10262,High,0.092673869
IndiGo,21-03-19,Delhi,Cochin,DEL → MAA → COK,2744,MAA,7:20,12:30,310,1 stop,No info,6388,Low,0.019701721
GoAir,12-05-19,Banglore,Delhi,BLR → DEL,1740,No,7:45,10:40,175,non-stop,No info,3898,Low,0.000887843
Jet Airways,06-04-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,11:30,19:00,450,1 stop,In-flight meal not included,5177,High,0.003787518
Jet Airways,09-06-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,20:00,20:45,1485,1 stop,In-flight meal not included,10844,High,0.03720203
IndiGo,01-06-19,Banglore,Delhi,BLR → DEL,1740,No,0:25,3:15,170,non-stop,No info,4077,Low,0.005589388
Jet Airways,24-03-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,16:55,9:15,980,1 stop,No info,14231,High,0.012528831
Air India,12-03-19,Banglore,New Delhi,BLR → BOM → BHO → DEL,2082,BOM,8:50,23:25,875,2 stops,No info,13250,Mid,0.024396627
Jet Airways,12-03-19,Banglore,New Delhi,BLR → BOM → DEL,2251,BOM,7:00,21:20,860,1 stop,No info,13817,High,0.066758984
SpiceJet,09-03-19,Banglore,New Delhi,BLR → DEL,1740,No,20:30,23:20,170,non-stop,No info,6205,Low,0.002740599
Jet Airways,27-06-19,Delhi,Cochin,DEL → AMD → BOM → COK,6416,AMD,23:05,12:35,810,2 stops,No info,12819,High,0.092673869
IndiGo,15-04-19,Banglore,Delhi,BLR → DEL,1740,No,13:00,15:50,170,non-stop,No info,4591,Low,0.006068435
SpiceJet,27-06-19,Kolkata,Banglore,CCU → BLR,1559,No,6:55,9:30,155,non-stop,No check-in baggage included,3841,Low,0.003905035
SpiceJet,09-06-19,Chennai,Kolkata,MAA → CCU,1366,No,17:45,20:05,140,non-stop,No info,3597,Low,0.001629496
IndiGo,03-04-19,Kolkata,Banglore,CCU → BLR,1559,No,4:40,7:15,155,non-stop,No info,4174,Low,0.005137245
Vistara,27-05-19,Delhi,Cochin,DEL → COK,2081,No,6:00,9:10,190,non-stop,No info,6216,Mid,0.000609016
Jet Airways,09-05-19,Kolkata,Banglore,CCU → DEL → BLR,3299,DEL,17:00,18:00,1500,1 stop,No info,10624,High,0.096462869
Air Asia,24-06-19,Delhi,Cochin,DEL → BLR → COK,2107,BLR,7:55,22:25,870,1 stop,No info,6152,Low,0.003236609
IndiGo,09-03-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,20:30,1:35,305,1 stop,No info,6937,Low,0.019701721
Air India,01-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,17:00,19:15,1575,1 stop,No info,8792,Mid,0.029230629
Multiple carriers,27-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,12:50,21:00,490,1 stop,No info,7005,High,0.039017972
Jet Airways,06-06-19,Mumbai,Hyderabad,BOM → HYD,622,No,2:55,4:20,85,non-stop,No info,5678,High,0.004235087
Air India,15-03-19,Banglore,New Delhi,BLR → VGA → DEL,1892,VGA,10:30,11:20,1490,1 stop,No info,7013,Mid,0.024396627
Jet Airways,21-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,15:00,19:00,1680,1 stop,No info,16079,High,0.055619755
Jet Airways,06-06-19,Kolkata,Banglore,CCU → DEL → BLR,3299,DEL,9:35,18:00,505,1 stop,In-flight meal not included,10539,High,0.03720203
Jet Airways,06-05-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,16:30,23:35,425,1 stop,In-flight meal not included,11841,High,0.096462869
IndiGo,15-03-19,Banglore,New Delhi,BLR → BOM → DEL,2251,BOM,19:35,0:35,300,1 stop,No info,10509,Low,0.011442832
IndiGo,03-06-19,Chennai,Kolkata,MAA → CCU,1366,No,13:15,15:35,140,non-stop,No info,3597,Low,0.002733855
Air India,01-05-19,Kolkata,Banglore,CCU → BOM → COK → BLR,3095,BOM,9:25,13:45,1700,2 stops,No info,15532,Mid,0.032907883
Multiple carriers,09-03-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,6:50,21:00,850,1 stop,In-flight meal not included,14086,High,0.042119816
Multiple carriers,27-03-19,Delhi,Cochin,DEL → HYD → COK,2118,HYD,14:35,22:20,465,1 stop,In-flight meal not included,5883,High,0.042119816
Multiple carriers,03-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,7:00,21:00,840,1 stop,No info,7618,High,0.055466841
Jet Airways,01-05-19,Kolkata,Banglore,CCU → DEL → BLR,3299,DEL,17:00,18:00,1500,1 stop,In-flight meal not included,9314,High,0.096462869
Jet Airways,09-06-19,Kolkata,Banglore,CCU → DEL → BLR,3299,DEL,9:35,21:05,690,1 stop,In-flight meal not included,13994,High,0.03720203
IndiGo,27-04-19,Delhi,Cochin,DEL → HYD → COK,2118,HYD,7:35,12:10,275,1 stop,No info,5073,Low,0.0042969
Air Asia,24-03-19,Banglore,New Delhi,BLR → DEL,1740,No,11:10,13:55,165,non-stop,No info,3383,Low,0.001103861
Multiple carriers,01-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,9:00,19:15,615,1 stop,No info,16108,High,0.055466841
Multiple carriers,27-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,10:20,1:30,910,1 stop,No info,6795,High,0.039017972
Jet Airways,01-04-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,16:30,4:40,730,1 stop,No info,12681,High,0.009633932
Jet Airways,12-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,15:00,12:35,1295,1 stop,In-flight meal not included,10262,High,0.092673869
Vistara,06-06-19,Kolkata,Banglore,CCU → DEL → BLR,3299,DEL,17:00,18:50,1550,1 stop,No info,8820,Mid,0.004067785
Jet Airways,09-03-19,Banglore,New Delhi,BLR → BDQ → DEL,2134,BDQ,5:50,12:20,390,1 stop,In-flight meal not included,10037,High,0.066758984
Multiple carriers,12-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,6:00,12:35,395,1 stop,No info,11789,High,0.055466841
GoAir,15-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,10:35,19:35,540,1 stop,No info,7378,Low,0.001033037
IndiGo,24-05-19,Banglore,Delhi,BLR → DEL,1740,No,18:55,21:50,175,non-stop,No info,4823,Low,0.005391613
Jet Airways,24-06-19,Banglore,Delhi,BLR → DEL,1740,No,19:50,22:50,180,non-stop,In-flight meal not included,6478,High,0.009650841
Jet Airways,01-06-19,Delhi,Cochin,DEL → JAI → BOM → COK,2218,JAI,9:40,4:25,1125,2 stops,No info,13014,High,0.092673869
Jet Airways,24-05-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,16:30,22:35,365,1 stop,In-flight meal not included,10844,High,0.096462869
Multiple carriers,27-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,8:00,21:00,780,1 stop,No info,7408,High,0.055466841
Multiple carriers,27-06-19,Delhi,Cochin,DEL → HYD → COK,2118,HYD,7:05,16:10,545,1 stop,No info,9646,High,0.055466841
SpiceJet,06-05-19,Chennai,Kolkata,MAA → CCU,1366,No,17:45,20:05,140,non-stop,No info,3597,Low,0.001831062
SpiceJet,27-06-19,Kolkata,Banglore,CCU → BLR,1559,No,17:10,19:40,150,non-stop,No info,3873,Low,0.003905035
GoAir,27-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,14:25,19:35,310,1 stop,No info,7870,Low,0.001867654
Jet Airways,27-06-19,Delhi,Cochin,DEL → BHO → BOM → COK,2303,BHO,5:30,12:35,425,2 stops,In-flight meal not included,13344,High,0.092673869
Air India,12-06-19,Mumbai,Hyderabad,BOM → HYD,622,No,19:30,20:45,75,non-stop,No info,3100,Mid,0.000962987
Air India,18-03-19,Banglore,New Delhi,BLR → DEL,1740,No,21:05,23:55,170,non-stop,No info,4441,Mid,0.024396627
IndiGo,27-03-19,Delhi,Cochin,DEL → HYD → COK,2118,HYD,4:55,12:00,425,1 stop,No info,6171,Low,0.019701721
Jet Airways,09-05-19,Kolkata,Banglore,CCU → DEL → BLR,3299,DEL,20:25,10:55,870,1 stop,No info,10953,High,0.096462869
Air India,09-05-19,Kolkata,Banglore,CCU → VNS → DEL → BLR,3047,VNS,14:30,8:55,1105,2 stops,No info,14214,Mid,0.032907883
IndiGo,24-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,7:30,21:00,810,1 stop,No info,6093,Low,0.016803179
Air India,24-06-19,Delhi,Cochin,DEL → JDH → BOM → COK,2370,JDH,12:55,19:15,1820,2 stops,No info,12436,Mid,0.029230629
Jet Airways,18-05-19,Delhi,Cochin,DEL → AMD → BOM → COK,6416,AMD,13:25,19:00,1775,2 stops,No info,15129,High,0.055619755
Multiple carriers,03-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,6:00,12:35,395,1 stop,No info,13259,High,0.055466841
Air India,24-05-19,Kolkata,Banglore,CCU → GAU → DEL → BLR,3693,GAU,9:50,12:30,1600,2 stops,No info,15170,Mid,0.032907883
Jet Airways,21-05-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,16:30,22:35,365,1 stop,No info,14781,High,0.096462869
IndiGo,01-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,11:25,1:30,845,1 stop,No info,6206,Low,0.016803179
SpiceJet,09-05-19,Kolkata,Banglore,CCU → BLR,1559,No,17:10,19:40,150,non-stop,No check-in baggage included,3841,Low,0.004804334
Jet Airways,15-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,11:30,19:00,450,1 stop,No info,14714,High,0.092673869
IndiGo,09-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,4:55,21:00,965,1 stop,No info,6093,Low,0.016803179
Jet Airways,09-06-19,Banglore,Delhi,BLR → DEL,1740,No,11:10,14:05,175,non-stop,No info,8016,High,0.009650841
Air India,27-03-19,Delhi,Cochin,DEL → MAA → COK,2744,MAA,6:05,9:25,1640,1 stop,No info,5117,Mid,0.021058997
Jet Airways,01-05-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,8:25,4:40,1215,1 stop,In-flight meal not included,8586,High,0.096462869
IndiGo,09-03-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,15:00,1:35,635,1 stop,No info,13611,Low,0.019701721
IndiGo,09-05-19,Delhi,Cochin,DEL → HYD → COK,2118,HYD,16:10,22:30,380,1 stop,No info,6704,Low,0.012972695
IndiGo,09-05-19,Kolkata,Banglore,CCU → MAA → BLR,1650,MAA,6:20,10:20,240,1 stop,No info,4226,Low,0.008095207
Air India,06-04-19,Banglore,Delhi,BLR → DEL,1740,No,17:00,19:45,165,non-stop,No info,4651,Mid,0.002403422
SpiceJet,27-05-19,Kolkata,Banglore,CCU → BLR,1559,No,22:20,0:40,140,non-stop,No info,3873,Low,0.004804334
GoAir,03-03-19,Banglore,New Delhi,BLR → DEL,1740,No,20:55,23:50,175,non-stop,No info,7222,Low,0.001914072
Multiple carriers,15-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,11:30,21:00,570,1 stop,No info,13727,High,0.039017972
IndiGo,27-03-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,9:10,15:30,380,1 stop,No info,10141,Low,0.019701721
SpiceJet,24-04-19,Banglore,Delhi,BLR → DEL,1740,No,21:10,0:05,175,non-stop,No info,3625,Low,0.002278387
IndiGo,15-04-19,Delhi,Cochin,DEL → HYD → COK,2118,HYD,7:35,16:10,515,1 stop,No info,6442,Low,0.0042969
Jet Airways,06-05-19,Banglore,Delhi,BLR → DEL,1740,No,17:45,20:45,180,non-stop,No info,7229,High,0.007989665
Air Asia,24-06-19,Delhi,Cochin,DEL → BLR → COK,2107,BLR,16:45,6:35,830,1 stop,No info,6752,Low,0.003236609
Jet Airways,24-03-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,21:10,18:10,1260,1 stop,No info,13759,High,0.012528831
Air India,06-03-19,Mumbai,Hyderabad,BOM → BBI → HYD,2198,BBI,12:00,12:25,1465,1 stop,No info,14408,Mid,0.006809644
Air India,09-06-19,Delhi,Cochin,DEL → CCU → BOM → COK,4033,CCU,20:15,19:15,1380,2 stops,No info,13381,Mid,0.029230629
Vistara,01-04-19,Kolkata,Banglore,CCU → DEL → BLR,3299,DEL,17:00,20:20,1640,1 stop,No info,9135,Mid,0.00159698
IndiGo,15-05-19,Kolkata,Banglore,CCU → NAG → BLR,1905,NAG,18:05,23:30,325,1 stop,No info,6218,Low,0.008095207
SpiceJet,27-04-19,Kolkata,Banglore,CCU → BLR,1559,No,9:00,11:25,145,non-stop,No info,4174,Low,0.003339504
Air India,06-06-19,Kolkata,Banglore,CCU → HYD → BLR,1965,HYD,19:00,11:05,965,1 stop,No info,6117,Mid,0.012242244
Jet Airways,15-05-19,Kolkata,Banglore,CCU → DEL → BLR,3299,DEL,9:35,21:05,690,1 stop,In-flight meal not included,10703,High,0.096462869
Jet Airways,12-06-19,Kolkata,Banglore,CCU → DEL → BLR,3299,DEL,9:35,9:45,1450,1 stop,No info,12692,High,0.03720203
Jet Airways,06-06-19,Kolkata,Banglore,CCU → DEL → BLR,3299,DEL,17:00,10:55,1075,1 stop,In-flight meal not included,10539,High,0.03720203
Jet Airways,24-03-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,13:55,19:40,345,1 stop,In-flight meal not included,11134,High,0.012528831
IndiGo,24-03-19,Banglore,New Delhi,BLR → DEL,1740,No,21:20,0:15,175,non-stop,No info,4777,Low,0.011442832
Jet Airways,18-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,11:30,12:35,1505,1 stop,In-flight meal not included,12373,High,0.055619755
Multiple carriers,03-03-19,Delhi,Cochin,DEL → HYD → MAA → COK,2453,HYD,13:05,21:20,495,2 stops,No info,11966,High,0.042119816
IndiGo,15-05-19,Chennai,Kolkata,MAA → CCU,1366,No,22:05,0:25,140,non-stop,No info,5277,Low,0.002469661
Jet Airways,06-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,14:00,19:00,300,1 stop,No info,14714,High,0.092673869
IndiGo,09-03-19,Banglore,New Delhi,BLR → DEL,1740,No,22:20,1:10,170,non-stop,No info,6144,Low,0.011442832
Air India,01-04-19,Banglore,Delhi,BLR → DEL,1740,No,13:20,16:10,170,non-stop,No info,5911,Mid,0.002403422
Vistara,12-03-19,Mumbai,Hyderabad,BOM → DEL → HYD,2669,DEL,19:45,19:55,1450,1 stop,No info,12080,Mid,0.003001829
IndiGo,06-04-19,Banglore,Delhi,BLR → DEL,1740,No,10:30,13:20,170,non-stop,No info,4423,Low,0.006068435
Multiple carriers,27-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,9:00,21:00,720,1 stop,No info,7618,High,0.039017972
Air Asia,27-05-19,Banglore,Delhi,BLR → DEL,1740,No,11:10,13:55,165,non-stop,No info,3383,Low,0.001171212
Multiple carriers,18-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,6:00,21:00,900,1 stop,No info,7670,High,0.039017972
IndiGo,15-05-19,Kolkata,Banglore,CCU → BLR,1559,No,4:40,7:15,155,non-stop,No info,4804,Low,0.008095207
Jet Airways,12-03-19,Banglore,New Delhi,BLR → BOM → DEL,2251,BOM,20:35,18:25,1310,1 stop,In-flight meal not included,11087,High,0.066758984
Jet Airways,18-04-19,Banglore,Delhi,BLR → DEL,1740,No,11:10,14:05,175,non-stop,No info,7229,High,0.007482835
SpiceJet,03-03-19,Chennai,Kolkata,MAA → CCU,1366,No,8:20,10:35,135,non-stop,No info,7050,Low,0.001951766
Jet Airways,01-04-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,20:00,18:15,1335,1 stop,No info,12681,High,0.009633932
SpiceJet,03-04-19,Delhi,Cochin,DEL → PNQ → COK,2518,PNQ,8:45,13:15,270,1 stop,No check-in baggage included,4098,Low,0.001254815
SpiceJet,12-05-19,Chennai,Kolkata,MAA → CCU,1366,No,9:45,12:00,135,non-stop,No check-in baggage included,3543,Low,0.001831062
Jet Airways,21-05-19,Kolkata,Banglore,CCU → DEL → BLR,3299,DEL,20:25,18:00,1295,1 stop,No info,14151,High,0.096462869
Jet Airways,24-03-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,6:30,22:35,965,1 stop,No info,13339,High,0.012528831
Jet Airways,24-05-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,21:10,12:00,890,1 stop,In-flight meal not included,9663,High,0.096462869
Jet Airways,27-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,11:30,4:25,1015,1 stop,In-flight meal not included,12898,High,0.055619755
Air India,03-06-19,Delhi,Cochin,DEL → JAI → BOM → COK,2218,JAI,12:00,19:15,435,2 stops,No info,8603,Mid,0.029230629
Jet Airways,12-06-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,16:30,12:00,1170,1 stop,No info,13044,High,0.03720203
SpiceJet,06-03-19,Kolkata,Banglore,CCU → BLR,1559,No,17:15,19:45,150,non-stop,No info,4622,Low,0.002698904
Multiple carriers,21-03-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,14:00,21:00,420,1 stop,No info,13062,High,0.042119816
Multiple carriers,12-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,9:15,19:00,585,1 stop,No info,11622,High,0.055466841
Jet Airways,12-03-19,Banglore,New Delhi,BLR → BOM → DEL,2251,BOM,20:35,20:20,1425,1 stop,In-flight meal not included,11087,High,0.066758984
Multiple carriers,15-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,10:20,19:00,520,1 stop,No info,11789,High,0.055466841
Jet Airways,09-05-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,18:55,9:20,865,1 stop,In-flight meal not included,9663,High,0.096462869
Jet Airways,06-03-19,Banglore,New Delhi,BLR → BOM → DEL,2251,BOM,8:55,16:10,435,1 stop,No info,19225,High,0.066758984
Multiple carriers,27-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,11:40,1:30,830,1 stop,In-flight meal not included,5797,High,0.055466841
Multiple carriers,01-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,12:50,19:15,385,1 stop,No info,9526,High,0.055466841
Jet Airways,09-04-19,Banglore,Delhi,BLR → DEL,1740,No,19:50,22:50,180,non-stop,No info,7229,High,0.007482835
Multiple carriers,09-04-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,8:30,19:00,630,1 stop,No info,10877,High,0.001459833
Air India,06-03-19,Banglore,New Delhi,BLR → HYD → VGA → DEL,2117,HYD,8:15,22:55,880,2 stops,No info,13942,Mid,0.024396627
Air Asia,09-05-19,Banglore,Delhi,BLR → DEL,1740,No,11:10,13:55,165,non-stop,No info,3383,Low,0.001171212
Jet Airways,15-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,14:00,4:25,865,1 stop,In-flight meal not included,10262,High,0.092673869
Air India,24-05-19,Kolkata,Banglore,CCU → IXR → DEL → BLR,3255,IXR,5:50,20:25,875,2 stops,No info,11201,Mid,0.032907883
Jet Airways,01-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,19:15,4:25,550,1 stop,In-flight meal not included,10262,High,0.092673869
Air India,03-06-19,Delhi,Cochin,DEL → GOI → BOM → COK,3013,GOI,22:00,19:15,1275,2 stops,No info,10231,Mid,0.029230629
Jet Airways,15-03-19,Banglore,New Delhi,BLR → BOM → DEL,2251,BOM,14:05,8:15,1090,1 stop,In-flight meal not included,9134,High,0.066758984
Air Asia,18-05-19,Kolkata,Banglore,CCU → BLR,1559,No,10:20,12:55,155,non-stop,No info,5645,Low,0.003038993
Jet Airways,01-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,15:00,4:25,805,1 stop,No info,14714,High,0.092673869
Air India,06-03-19,Delhi,Cochin,DEL → AMD → BOM → COK,6416,AMD,16:40,19:15,1595,2 stops,No info,12646,Mid,0.021058997
Air India,03-06-19,Delhi,Cochin,DEL → GOI → BOM → COK,3013,GOI,10:55,19:15,500,2 stops,No info,12173,Mid,0.029230629
IndiGo,12-06-19,Mumbai,Hyderabad,BOM → HYD,622,No,21:20,22:50,90,non-stop,No info,2227,Low,0.002158096
Multiple carriers,06-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,7:30,19:00,690,1 stop,No info,10529,High,0.039017972
Jet Airways,18-05-19,Delhi,Cochin,DEL → COK,2081,No,11:00,14:15,195,non-stop,In-flight meal not included,7202,High,0.055619755
Multiple carriers,27-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,9:00,21:00,720,1 stop,In-flight meal not included,7886,High,0.039017972
SpiceJet,18-06-19,Mumbai,Hyderabad,BOM → HYD,622,No,22:45,0:15,90,non-stop,No info,2017,Low,0.000960816
IndiGo,27-04-19,Delhi,Cochin,DEL → HYD → COK,2118,HYD,5:05,16:10,665,1 stop,No info,6171,Low,0.0042969
Jet Airways,03-06-19,Mumbai,Hyderabad,BOM → HYD,622,No,2:55,4:20,85,non-stop,In-flight meal not included,4050,High,0.004235087
SpiceJet,09-05-19,Kolkata,Banglore,CCU → KNU → BLR,2441,KNU,11:35,18:50,435,1 stop,No info,8479,Low,0.004804334
Air Asia,18-05-19,Banglore,Delhi,BLR → DEL,1740,No,4:55,7:45,170,non-stop,No info,4282,Low,0.001171212
Vistara,24-05-19,Kolkata,Banglore,CCU → DEL → BLR,3299,DEL,20:20,20:20,1440,1 stop,No info,9345,Mid,0.009582484
Air India,24-06-19,Delhi,Cochin,DEL → TRV → COK,2437,TRV,5:15,6:50,1535,1 stop,No info,6587,Mid,0.029230629
IndiGo,03-05-19,Mumbai,Hyderabad,BOM → HYD,622,No,20:05,21:40,95,non-stop,No info,2754,Low,0.002190093
SpiceJet,21-06-19,Banglore,Delhi,BLR → DEL,1740,No,21:10,0:05,175,non-stop,No check-in baggage included,3919,Low,0.001630798
Air India,03-03-19,Banglore,New Delhi,BLR → BBI → DEL,2903,BBI,9:30,16:20,410,1 stop,No info,11654,Mid,0.024396627
GoAir,01-04-19,Banglore,Delhi,BLR → DEL,1740,No,20:55,23:40,165,non-stop,No info,4239,Low,0.001114364
IndiGo,27-05-19,Delhi,Cochin,DEL → HYD → COK,2118,HYD,6:50,16:10,560,1 stop,No info,6674,Low,0.012972695
Multiple carriers,24-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,13:00,1:30,750,1 stop,No info,7198,High,0.055466841
IndiGo,12-06-19,Kolkata,Banglore,CCU → PNQ → BLR,2554,PNQ,21:00,2:15,315,1 stop,No info,5930,Low,0.005787152
Jet Airways,09-05-19,Banglore,Delhi,BLR → DEL,1740,No,7:10,10:10,180,non-stop,No info,7229,High,0.007989665
Air India,12-06-19,Delhi,Cochin,DEL → LKO → BOM → COK,2670,LKO,7:10,7:40,1470,2 stops,No info,12488,Mid,0.029230629
IndiGo,09-06-19,Chennai,Kolkata,MAA → CCU,1366,No,5:15,7:40,145,non-stop,No info,3540,Low,0.002733855
Jet Airways,12-06-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,20:00,9:20,800,1 stop,In-flight meal not included,8529,High,0.03720203
GoAir,24-05-19,Kolkata,Banglore,CCU → AMD → BLR,3110,AMD,16:40,0:15,455,1 stop,No info,8855,Low,0.001156134
Jet Airways,15-05-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,6:30,19:50,800,1 stop,No info,14781,High,0.096462869
IndiGo,27-06-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,17:10,1:30,500,1 stop,No info,5684,Low,0.016803179
Jet Airways,09-05-19,Delhi,Cochin,DEL → JAI → BOM → COK,2218,JAI,19:30,4:25,535,2 stops,In-flight meal not included,13029,High,0.055619755
Jet Airways,01-05-19,Delhi,Cochin,DEL → AMD → BOM → COK,6416,AMD,19:10,19:00,1430,2 stops,No info,15129,High,0.055619755
Air India,09-06-19,Kolkata,Banglore,CCU → BOM → BLR,2507,BOM,9:25,18:30,545,1 stop,No info,8576,Mid,0.012242244
Jet Airways,09-03-19,Banglore,New Delhi,BLR → BOM → DEL,2251,BOM,8:55,11:25,1590,1 stop,In-flight meal not included,11087,High,0.066758984
Jet Airways,09-06-19,Mumbai,Hyderabad,BOM → HYD,622,No,10:20,11:50,90,non-stop,No info,5678,High,0.004235087
Jet Airways,21-03-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,18:15,4:25,610,1 stop,No info,12557,High,0.040169935
IndiGo,27-03-19,Chennai,Kolkata,MAA → CCU,1366,No,11:35,14:00,145,non-stop,No info,3858,Low,0.003638946
Jet Airways,09-05-19,Delhi,Cochin,DEL → BOM → COK,2472,BOM,14:00,12:35,1355,1 stop,In-flight meal not included,12373,High,0.055619755
IndiGo,18-03-19,Mumbai,Hyderabad,BOM → HYD,622,No,9:10,10:40,90,non-stop,No info,4049,Low,0.002908452
Jet Airways,15-03-19,Banglore,New Delhi,BLR → BOM → DEL,2251,BOM,16:55,0:45,470,1 stop,No info,21934,High,0.066758984
Air India,27-06-19,Kolkata,Banglore,CCU → BLR,1559,No,14:15,16:45,150,non-stop,No info,5510,Mid,0.012242244
